Date,Open,High,Low,Close,Adj Close,Volume
4/5/93,44.4375,44.4375,44.1875,44.3125,25.012356,172200
4/6/93,44.40625,44.40625,44.0625,44.1875,24.941805,129700
4/7/93,44.25,44.34375,44.15625,44.34375,25.029984,28000
4/8/93,44.53125,44.53125,44.09375,44.28125,24.994713,180800
4/12/93,44.71875,44.9375,44.65625,44.90625,25.347496,348500
4/13/93,44.875,45.15625,44.84375,45,25.400412,146100
4/14/93,45.03125,45.0625,44.90625,44.9375,25.365129,119600
4/15/93,44.90625,45.03125,44.75,44.9375,25.365129,148600
4/16/93,44.96875,45.03125,44.875,44.9375,25.365129,47900
4/19/93,44.9375,45.0625,44.71875,44.75,25.259314,157000
4/20/93,44.6875,44.75,44.25,44.53125,25.135824,279500
4/21/93,44.625,44.625,44.375,44.5,25.118191,67900
4/22/93,44.3125,44.6875,43.9375,43.9375,24.800688,97700
4/23/93,43.84375,43.96875,43.6875,43.75,24.694841,106000
4/26/93,43.78125,43.9375,43.28125,43.40625,24.500816,62600
4/27/93,43.34375,43.875,43.34375,43.875,24.765409,156800
4/28/93,43.8125,43.90625,43.71875,43.78125,24.712482,85900
4/29/93,43.875,43.96875,43.625,43.96875,24.818308,85000
4/30/93,44.125,44.28125,44.03125,44.03125,24.853613,88500
5/3/93,44.09375,44.3125,43.90625,44.3125,25.012356,80500
5/4/93,44.40625,44.625,44.34375,44.46875,25.100555,149100
5/5/93,44.46875,44.75,44.46875,44.59375,25.171108,109000
5/6/93,44.53125,44.5625,44.40625,44.4375,25.082914,54700
5/7/93,44.46875,44.46875,44.28125,44.34375,25.029984,68000
5/10/93,44.40625,44.6875,44.40625,44.4375,25.082914,113900
5/11/93,44.4375,44.625,44.3125,44.625,25.188738,42600
5/12/93,44.4375,44.59375,44.4375,44.5625,25.153463,31000
5/13/93,44.375,44.375,44,44.03125,24.853613,129100
5/14/93,44.03125,44.15625,43.96875,44,24.835962,63500
5/17/93,44.125,44.15625,43.9375,44.15625,24.924164,34000
5/18/93,44.1875,44.21875,43.96875,44.125,24.906525,105200
5/19/93,44.125,45.03125,43.84375,45.03125,25.418055,50200
5/20/93,45.03125,45.15625,44.9375,45.15625,25.488602,98200
5/21/93,45.1875,45.25,44.71875,44.75,25.259314,221400
5/24/93,44.84375,45.09375,44.84375,44.9375,25.365129,30500
5/25/93,45.125,45.125,45.03125,45.03125,25.418055,191800
5/26/93,45.15625,45.625,45.125,45.59375,25.735554,102400
5/27/93,45.65625,45.65625,45.375,45.4375,25.647369,53800
5/28/93,45.40625,45.40625,45,45.21875,25.523899,79100
6/1/93,45.375,45.8125,45.3125,45.65625,25.770842,28300
6/2/93,45.53125,45.75,45.34375,45.59375,25.735554,20300
6/3/93,45.5,45.5,45.34375,45.4375,25.647369,21600
6/4/93,45.3125,45.3125,45.09375,45.28125,25.559166,32000
6/7/93,45.375,45.375,45.125,45.125,25.470987,121400
6/8/93,45,45,44.71875,44.71875,25.241667,104500
6/9/93,44.875,45.0625,44.8125,44.875,25.329861,43300
6/10/93,44.84375,44.9375,44.75,44.90625,25.347496,17900
6/11/93,45.0625,45.15625,44.90625,45.09375,25.453339,647400
6/14/93,45.15625,45.1875,45.03125,45.03125,25.418055,64200
6/15/93,45.09375,45.125,44.9375,44.9375,25.365129,142400
6/16/93,44.9375,45.03125,44.8125,45.03125,25.418055,330900
6/17/93,45.125,45.1875,45.03125,45.1875,25.506252,37400
6/18/93,44.84375,44.84375,44.5,44.5,25.296209,58500
6/21/93,44.625,44.625,44.53125,44.59375,25.349501,29300
6/22/93,44.65625,44.65625,44.5625,44.625,25.367256,137500
6/23/93,44.625,44.625,44.21875,44.21875,25.136314,227600
6/24/93,44.34375,44.8125,44.34375,44.8125,25.473852,243700
6/25/93,44.78125,44.90625,44.75,44.78125,25.456081,44800
6/28/93,45,45.28125,44.9375,45.28125,25.740309,439900
6/29/93,45.21875,45.21875,45,45.0625,25.615971,207500
6/30/93,45.125,45.21875,45,45.0625,25.615971,437600
7/1/93,45.125,45.125,44.875,44.9375,25.544897,605700
7/2/93,44.78125,44.8125,44.53125,44.6875,25.402798,285400
7/6/93,44.625,44.75,44.15625,44.21875,25.136314,246400
7/7/93,44.1875,44.40625,44.1875,44.34375,25.207376,343700
7/8/93,44.375,44.9375,44.3125,44.84375,25.4916,248200
7/9/93,44.84375,44.96875,44.75,44.96875,25.562668,378200
7/12/93,44.90625,44.96875,44.84375,44.9375,25.544897,373700
7/13/93,44.96875,45.09375,44.65625,44.90625,25.52714,389600
7/14/93,44.9375,45.1875,44.90625,45.0625,25.615971,617300
7/15/93,45.03125,45.03125,44.78125,44.875,25.509378,443800
7/16/93,44.90625,44.9375,44.6875,44.75,25.438332,216400
7/19/93,44.75,44.75,44.59375,44.71875,25.420559,188200
7/20/93,44.6875,44.84375,44.46875,44.84375,25.4916,68500
7/21/93,44.78125,44.8125,44.65625,44.8125,25.473852,142700
7/22/93,44.75,44.8125,44.5,44.5,25.296209,632400
7/23/93,44.59375,44.71875,44.5625,44.71875,25.420559,286200
7/26/93,44.84375,45.0625,44.84375,44.96875,25.562668,121300
7/27/93,45,45.03125,44.78125,44.9375,25.544897,92800
7/28/93,44.84375,44.9375,44.78125,44.84375,25.4916,30800
7/29/93,44.9375,45.21875,44.875,45.09375,25.633732,331000
7/30/93,45.09375,45.09375,44.78125,44.84375,25.4916,75300
8/2/93,44.90625,45.125,44.90625,44.96875,25.562668,41300
8/3/93,45.0625,45.1875,44.84375,45,25.580431,81600
8/4/93,45,45.09375,44.875,45,25.580431,434000
8/5/93,45,45,44.84375,44.90625,25.52714,36800
8/6/93,45.03125,45.0625,44.90625,44.96875,25.562668,402300
8/9/93,45.09375,45.34375,45,45.21875,25.704792,828200
8/10/93,45.1875,45.21875,45.125,45.1875,25.687021,604900
8/11/93,45.15625,45.3125,45.15625,45.1875,25.687021,542200
8/12/93,45.3125,45.3125,44.90625,45.0625,25.615971,303700
8/13/93,45.09375,45.15625,45.09375,45.125,25.651506,103500
8/16/93,45.15625,45.5,45.15625,45.375,25.7936,241800
8/17/93,45.34375,45.53125,45.34375,45.53125,25.88241,369300
8/18/93,45.6875,45.875,45.65625,45.78125,26.024536,414300
8/19/93,45.8125,45.8125,45.71875,45.78125,26.024536,28500
8/20/93,45.6875,45.8125,45.65625,45.8125,26.042307,80700
8/23/93,45.625,45.75,45.625,45.71875,25.98901,15600
8/24/93,45.71875,46.21875,45.71875,46.21875,26.273232,273400
8/25/93,46.21875,46.4375,46.15625,46.25,26.291,242300
8/26/93,46.28125,46.53125,46.09375,46.28125,26.30875,120000
8/27/93,46.15625,46.25,46.15625,46.25,26.291,25700
8/30/93,46.28125,46.5,46.28125,46.4375,26.397583,183500
8/31/93,46.40625,46.5625,46.34375,46.5625,26.468657,66500
9/1/93,46.40625,46.59375,46.40625,46.5,26.433119,136500
9/2/93,46.53125,46.59375,46.3125,46.34375,26.34429,472400
9/3/93,46.3125,46.4375,46.25,46.375,26.362049,630500
9/7/93,46.375,46.4375,46,46.0625,26.184422,196400
9/8/93,46.0625,46.0625,45.59375,45.90625,26.095589,269900
9/9/93,45.71875,46.03125,45.71875,46,26.148893,239200
9/10/93,46.125,46.4375,46.0625,46.40625,26.379822,106500
9/13/93,46.5625,46.5625,46.4375,46.4375,26.397583,66900
9/14/93,46.3125,46.3125,46.09375,46.25,26.291,184500
9/15/93,46.0625,46.40625,45.90625,46.375,26.362049,101000
9/16/93,46.3125,46.34375,46.15625,46.1875,26.25548,54300
9/17/93,45.875,45.90625,45.75,45.8125,26.204565,200900
9/20/93,45.875,45.96875,45.4375,45.4375,25.990061,57800
9/21/93,45.5,45.5625,44.8125,45.28125,25.900696,318200
9/22/93,45.4375,45.71875,45.375,45.65625,26.115187,439700
9/23/93,45.78125,45.9375,45.71875,45.90625,26.258179,88500
9/24/93,45.84375,45.875,45.71875,45.78125,26.186697,53500
9/27/93,46.125,46.28125,46.125,46.28125,26.472689,274600
9/28/93,46.3125,46.3125,46.15625,46.1875,26.41905,158300
9/29/93,46.1875,46.3125,45.96875,46.03125,26.329699,221000
9/30/93,46.03125,46.125,45.84375,45.9375,26.276064,99300
10/1/93,45.875,46.21875,45.8125,46.15625,26.401173,22700
10/4/93,46.21875,46.21875,46.09375,46.21875,26.436943,1038500
10/5/93,46.3125,46.3125,46,46.15625,26.401173,436500
10/6/93,46.1875,46.375,46.125,46.125,26.38331,209200
10/7/93,46.1875,46.1875,45.96875,46,26.311823,59400
10/8/93,46.125,46.15625,45.71875,46.0625,26.34757,54400
10/11/93,46.15625,46.25,46.15625,46.15625,26.401173,467100
10/12/93,46.21875,46.25,46.1875,46.21875,26.436943,26200
10/13/93,46.25,46.25,46.15625,46.21875,26.436943,139100
10/14/93,46.40625,46.8125,46.28125,46.8125,26.776567,108100
10/15/93,47.03125,47.15625,46.90625,47.0625,26.919552,1502500
10/18/93,47.03125,47.03125,46.875,46.9375,26.848043,722400
10/19/93,46.875,46.96875,46.59375,46.59375,26.651442,880100
10/20/93,46.75,46.75,46.5625,46.65625,26.68718,230400
10/21/93,46.6875,46.6875,46.53125,46.59375,26.651442,56200
10/22/93,46.65625,46.84375,46.375,46.375,26.526312,390700
10/25/93,46.40625,46.5625,46.28125,46.5,26.597828,114500
10/26/93,46.46875,46.5,46.3125,46.46875,26.579941,186200
10/27/93,46.40625,46.53125,46.40625,46.5,26.597828,118400
10/28/93,46.5625,46.96875,46.5625,46.84375,26.794418,129600
10/29/93,46.8125,46.875,46.78125,46.84375,26.794418,80700
11/1/93,46.78125,47,46.78125,46.96875,26.86594,36400
11/2/93,46.90625,47,46.65625,46.9375,26.848043,262100
11/3/93,46.90625,46.90625,46.125,46.34375,26.508438,479100
11/4/93,46.34375,46.34375,45.8125,45.84375,26.222429,130400
11/5/93,45.71875,46.0625,45.53125,46.0625,26.34757,363200
11/8/93,46.09375,46.25,45.96875,46.125,26.38331,367600
11/9/93,46.4375,46.46875,46.125,46.15625,26.401173,246900
11/10/93,46.15625,46.5,46.03125,46.5,26.597828,46500
11/11/93,46.5,46.625,46.34375,46.375,26.526312,88900
11/12/93,46.46875,46.75,46.4375,46.59375,26.651442,108200
11/15/93,46.6875,46.6875,46.4375,46.5625,26.633575,243300
11/16/93,46.65625,46.8125,46.46875,46.78125,26.758692,492600
11/17/93,46.8125,46.8125,46.40625,46.53125,26.61569,39600
11/18/93,46.46875,46.5625,46.28125,46.40625,26.54418,240800
11/19/93,46.25,46.375,46.21875,46.3125,26.490559,106000
11/22/93,46.1875,46.21875,45.875,46.03125,26.329699,165300
11/23/93,46.28125,46.3125,46.03125,46.28125,26.472689,89700
11/24/93,46.40625,46.5,46.34375,46.46875,26.579941,77200
11/26/93,46.59375,46.59375,46.46875,46.5,26.597828,1019800
11/29/93,46.625,46.71875,46.3125,46.3125,26.490559,517500
11/30/93,46.28125,46.5625,46.25,46.34375,26.508438,230000
12/1/93,46.59375,46.625,46.40625,46.40625,26.54418,379200
12/2/93,46.5,46.5625,46.40625,46.53125,26.61569,352000
12/3/93,46.5,46.71875,46.5,46.71875,26.722942,306000
12/6/93,46.78125,46.9375,46.78125,46.875,26.812294,99500
12/7/93,46.875,46.90625,46.78125,46.84375,26.794418,88800
12/8/93,46.84375,46.84375,46.78125,46.84375,26.794418,146700
12/9/93,46.84375,46.90625,46.625,46.6875,26.705057,416500
12/10/93,46.71875,46.71875,46.5,46.59375,26.651442,412900
12/13/93,46.59375,46.875,46.53125,46.875,26.812294,273200
12/14/93,46.90625,46.90625,46.53125,46.53125,26.61569,41900
12/15/93,46.59375,46.625,46.46875,46.46875,26.579941,82600
12/16/93,46.65625,46.65625,46.5625,46.625,26.669317,78200
12/17/93,46.40625,46.59375,46.375,46.5625,26.815886,104700
12/20/93,46.53125,46.65625,46.5,46.625,26.851891,68800
12/21/93,46.5625,46.5625,46.40625,46.46875,26.761902,205700
12/22/93,46.59375,46.8125,46.5,46.78125,26.941866,410300
12/23/93,46.75,46.84375,46.6875,46.75,26.923862,533800
12/27/93,46.75,47,46.75,47,27.067848,447100
12/28/93,46.96875,47.125,46.9375,47.09375,27.121826,880600
12/29/93,47.125,47.15625,47,47.03125,27.085852,266700
12/30/93,47,47,46.75,46.84375,26.977859,219900
12/31/93,46.9375,47,46.5625,46.59375,26.833878,312900
1/3/94,46.59375,46.65625,46.40625,46.46875,26.761902,960900
1/4/94,46.53125,46.65625,46.46875,46.65625,26.869852,164300
1/5/94,46.71875,46.78125,46.53125,46.75,26.923862,710900
1/6/94,46.8125,46.84375,46.6875,46.75,26.923862,201000
1/7/94,46.84375,47.0625,46.71875,47.03125,27.085852,775500
1/10/94,47.09375,47.59375,46.96875,47.59375,27.409788,593700
1/11/94,47.5625,47.5625,47.34375,47.5,27.355814,295200
1/12/94,47.53125,47.53125,47.1875,47.34375,27.26582,158400
1/13/94,47.21875,47.3125,47.15625,47.21875,27.193832,244300
1/14/94,47.375,47.5,47.375,47.40625,27.301805,137200
1/17/94,47.40625,47.46875,47.3125,47.40625,27.301805,17700
1/18/94,47.46875,47.53125,47.375,47.46875,27.337793,166400
1/19/94,47.40625,47.46875,47.25,47.34375,27.26582,200800
1/20/94,47.40625,47.5,47.375,47.46875,27.337793,281100
1/21/94,47.53125,47.53125,47.34375,47.375,27.283815,85600
1/24/94,47.34375,47.5625,47.1875,47.1875,27.175825,373800
1/25/94,47.21875,47.25,47.09375,47.1875,27.175825,310400
1/26/94,47.1875,47.34375,47.125,47.3125,27.24781,145100
1/27/94,47.40625,47.8125,47.34375,47.75,27.499775,344500
1/28/94,47.9375,48.03125,47.875,47.875,27.571762,356500
1/31/94,48.0625,48.3125,48,48.21875,27.76973,313800
2/1/94,48.15625,48.15625,47.90625,47.96875,27.62575,303600
2/2/94,48.125,48.28125,48.09375,48.28125,27.805727,307600
2/3/94,48.1875,48.1875,47.90625,48.0625,27.679745,466100
2/4/94,48.0625,48.125,46.96875,46.96875,27.049845,1403200
2/7/94,46.84375,47.3125,46.84375,47.1875,27.175825,516400
2/8/94,47.28125,47.28125,47.03125,47.21875,27.193832,188200
2/9/94,47.25,47.4375,47.1875,47.40625,27.301805,144600
2/10/94,47.375,47.40625,47,47,27.067848,883900
2/11/94,47.03125,47.28125,46.8125,47.15625,27.157825,519400
2/14/94,47.0625,47.375,47,47.21875,27.193832,2742100
2/15/94,47.3125,47.5,47.25,47.46875,27.337793,374700
2/16/94,47.53125,47.53125,47.34375,47.4375,27.319798,287600
2/17/94,47.65625,47.6875,47.03125,47.15625,27.157825,342400
2/18/94,47.1875,47.21875,46.75,46.875,26.995857,313300
2/22/94,47,47.34375,47,47.34375,27.26582,154500
2/23/94,47.40625,47.4375,47.0625,47.21875,27.193832,391700
2/24/94,47.0625,47.0625,46.5625,46.59375,26.833878,770800
2/25/94,46.65625,46.8125,46.5625,46.8125,26.959856,531300
2/28/94,46.9375,47.0625,46.8125,46.8125,26.959856,333000
3/1/94,46.8125,46.90625,46.375,46.625,26.851891,423600
3/2/94,46.03125,46.6875,45.90625,46.6875,26.887873,581500
3/3/94,46.625,46.625,46.4375,46.5625,26.815886,223200
3/4/94,46.5625,46.8125,46.40625,46.6875,26.887873,595800
3/7/94,46.84375,47,46.84375,46.9375,27.031851,539800
3/8/94,46.96875,46.96875,46.6875,46.75,26.923862,880300
3/9/94,46.8125,47,46.59375,46.96875,27.049845,2500100
3/10/94,46.9375,46.9375,46.4375,46.59375,26.833878,207400
3/11/94,46.65625,46.90625,46.40625,46.84375,26.977859,576600
3/14/94,47.03125,47.03125,46.84375,46.90625,27.013842,345900
3/15/94,47,47.09375,46.84375,46.875,26.995857,748600
3/16/94,46.9375,47.25,46.78125,47.25,27.211836,455500
3/17/94,47.09375,47.3125,47.09375,47.25,27.211836,133000
3/18/94,46.75,47.03125,46.71875,46.96875,27.205889,365500
3/21/94,46.8125,46.9375,46.71875,46.84375,27.133482,324800
3/22/94,46.84375,47.0625,46.75,46.96875,27.205889,435700
3/23/94,46.9375,47.0625,46.90625,46.9375,27.187784,698500
3/24/94,46.75,46.84375,46.15625,46.375,26.861967,1200500
3/25/94,46.40625,46.53125,45.9375,45.9375,26.608551,100900
3/28/94,46,46.0625,45.59375,46,26.644754,1117200
3/29/94,46,46.03125,45.09375,45.09375,26.119812,338400
3/30/94,45.125,45.25,44.46875,44.46875,25.757803,1123900
3/31/94,44.46875,44.6875,43.53125,44.59375,25.8302,788800
4/4/94,43.34375,44.03125,43.34375,43.90625,25.431974,2627300
4/5/94,44.34375,44.8125,44.34375,44.8125,25.956903,1179000
4/6/94,44.875,44.90625,44.5,44.8125,25.956903,516500
4/7/94,44.78125,45.125,44.53125,45.03125,26.083624,666100
4/8/94,44.9375,44.9375,44.46875,44.6875,25.884508,242400
4/11/94,44.8125,45.0625,44.703125,44.875,25.993109,203300
4/12/94,44.921875,45,44.71875,44.8125,25.956903,1409200
4/13/94,44.796875,44.90625,44.25,44.578125,25.821144,364100
4/14/94,44.5,44.828125,44.40625,44.59375,25.8302,419900
4/15/94,44.578125,44.78125,44.515625,44.59375,25.8302,387300
4/18/94,44.640625,44.765625,44.15625,44.296875,25.658241,369100
4/19/94,44.25,44.53125,43.984375,44.359375,25.694427,472200
4/20/94,44.40625,44.515625,44.078125,44.3125,25.667299,508000
4/21/94,44.5,44.96875,44.34375,44.90625,26.011204,200300
4/22/94,45.015625,45.046875,44.734375,44.859375,25.984064,301800
4/25/94,44.84375,45.359375,44.84375,45.328125,26.255577,394600
4/26/94,45.265625,45.34375,45.1875,45.28125,26.228426,399000
4/28/94,45.1875,45.25,44.8125,44.953125,26.038357,287000
4/29/94,44.875,45.15625,44.8125,45.09375,26.119812,481900
5/2/94,45.09375,45.71875,44.9375,45.375,26.282721,275000
5/3/94,45.390625,45.40625,45.0625,45.328125,26.255577,183400
5/4/94,45.421875,45.421875,45.078125,45.25,26.210331,401900
5/5/94,45.296875,45.375,45.1875,45.1875,26.174122,659800
5/6/94,44.96875,44.96875,44.59375,44.75,25.920713,216300
5/9/94,44.625,44.75,44.28125,44.359375,25.694427,499300
5/10/94,44.578125,44.84375,44.546875,44.703125,25.893566,583400
5/11/94,44.65625,44.71875,44.171875,44.296875,25.658241,210600
5/12/94,44.578125,44.625,44.40625,44.515625,25.784958,305200
5/13/94,44.640625,44.640625,44.296875,44.515625,25.784958,321300
5/16/94,44.609375,44.75,44.515625,44.53125,25.793995,450400
5/17/94,44.5625,45.1875,44.5,45.1875,26.174122,470200
5/18/94,45.21875,45.6875,45.015625,45.515625,26.364191,824800
5/19/94,45.421875,45.859375,45.421875,45.734375,26.490902,531000
5/20/94,45.65625,45.6875,45.5,45.5625,26.391338,370400
5/23/94,45.515625,45.53125,45.34375,45.484375,26.346083,262700
5/24/94,45.609375,45.84375,45.609375,45.671875,26.454689,549600
5/25/94,45.5,45.828125,45.34375,45.796875,26.527094,738200
5/26/94,45.78125,45.9375,45.734375,45.828125,26.545202,369600
5/27/94,45.75,45.875,45.671875,45.875,26.57235,162000
5/31/94,45.734375,45.90625,45.65625,45.8125,26.536148,160000
6/1/94,45.703125,46.015625,45.5625,46.015625,26.653797,200500
6/2/94,46.046875,46.046875,45.890625,45.96875,26.626646,55100
6/3/94,46,46.390625,45.859375,46.234375,26.780504,550400
6/6/94,46.328125,46.46875,46.1875,46.21875,26.771469,99300
6/7/94,46.140625,46.21875,46.03125,46.15625,26.735258,120600
6/8/94,46.265625,46.265625,45.78125,45.78125,26.518055,131900
6/9/94,45.984375,46.03125,45.890625,46.03125,26.662855,80500
6/10/94,46.078125,46.203125,46.078125,46.109375,26.708101,83100
6/13/94,46.046875,46.1875,46.03125,46.171875,26.744301,109700
6/14/94,46.3125,46.546875,46.3125,46.53125,26.952486,161000
6/15/94,46.546875,46.5625,46.3125,46.34375,26.843859,142800
6/16/94,46.34375,46.46875,46.296875,46.4375,26.898174,44000
6/17/94,46.15625,46.203125,45.8125,45.875,26.748016,403800
6/20/94,45.546875,45.625,45.4375,45.484375,26.52026,137400
6/21/94,45.453125,45.453125,44.90625,45.09375,26.292513,139200
6/22/94,45.21875,45.421875,45.171875,45.265625,26.392735,279900
6/23/94,45.34375,45.40625,44.9375,45,26.237846,922500
6/24/94,44.78125,44.78125,44,44.0625,25.691227,353800
6/27/94,44.234375,44.828125,44.015625,44.828125,26.137632,371200
6/28/94,44.84375,44.84375,44.25,44.609375,26.010084,5382300
6/29/94,44.671875,45.015625,44.625,44.75,26.092079,311800
6/30/94,44.828125,44.84375,44.3125,44.46875,25.928099,271900
7/1/94,44.6875,44.6875,44.375,44.5625,25.982769,406900
7/5/94,44.65625,44.859375,44.515625,44.796875,26.119413,112000
7/6/94,44.625,44.8125,44.46875,44.734375,26.082977,174800
7/7/94,44.734375,44.921875,44.6875,44.921875,26.192295,66700
7/8/94,44.640625,44.984375,44.625,44.90625,26.18318,148400
7/11/94,44.9375,45.015625,44.53125,44.75,26.092079,124000
7/12/94,44.765625,44.828125,44.515625,44.8125,26.128515,257300
7/13/94,44.828125,45.03125,44.828125,44.890625,26.174076,532700
7/14/94,45.109375,45.46875,45.078125,45.375,26.45649,494200
7/15/94,45.34375,45.484375,45.328125,45.390625,26.465609,49100
7/18/94,45.390625,45.578125,45.390625,45.46875,26.511164,72300
7/19/94,45.546875,45.5625,45.375,45.375,26.45649,609500
7/20/94,45.40625,45.40625,45.0625,45.171875,26.338049,185300
7/21/94,45.171875,45.296875,45.078125,45.265625,26.392735,86300
7/22/94,45.375,45.40625,45.25,45.34375,26.438271,151600
7/25/94,45.359375,45.453125,45.3125,45.40625,26.474707,120900
7/26/94,45.390625,45.421875,45.3125,45.359375,26.447388,489600
7/27/94,45.359375,45.359375,45.171875,45.359375,26.447388,83200
7/28/94,45.359375,45.578125,45.359375,45.453125,26.50205,828200
7/29/94,45.765625,46.046875,45.75,45.90625,26.766256,459100
8/1/94,45.9375,46.15625,45.890625,46.125,26.893797,486300
8/2/94,46.28125,46.375,46.03125,46.1875,26.930241,505500
8/3/94,46.171875,46.234375,46.09375,46.203125,26.939342,144100
8/4/94,46.171875,46.21875,45.921875,45.9375,26.78447,231700
8/5/94,45.703125,45.84375,45.65625,45.78125,26.693365,138400
8/8/94,45.828125,45.9375,45.78125,45.890625,26.757132,328600
8/9/94,45.71875,45.96875,45.71875,45.96875,26.802685,105900
8/10/94,46,46.1875,45.9375,46.140625,26.902912,840300
8/11/94,46.03125,46.234375,45.734375,45.96875,26.802685,876200
8/12/94,46.046875,46.34375,46.046875,46.328125,27.012224,184100
8/15/94,46.375,46.484375,46.3125,46.3125,27.003115,325900
8/16/94,46.34375,46.6875,46.15625,46.640625,27.194435,1089500
8/17/94,46.703125,46.734375,46.578125,46.609375,27.176226,133700
8/18/94,46.453125,46.5625,46.40625,46.453125,27.085125,620000
8/19/94,46.46875,46.515625,46.3125,46.421875,27.0669,103200
8/22/94,46.4375,46.4375,46.28125,46.375,27.03956,79700
8/23/94,46.578125,46.859375,46.515625,46.640625,27.194435,268600
8/24/94,46.6875,47.140625,46.671875,47.140625,27.485973,254700
8/25/94,47.09375,47.203125,46.890625,47.015625,27.413069,147400
8/26/94,47.125,47.78125,47.125,47.6875,27.804817,339500
8/29/94,47.8125,47.984375,47.640625,47.65625,27.786606,350300
8/30/94,47.640625,47.859375,47.578125,47.78125,27.859499,36000
8/31/94,47.703125,47.890625,47.59375,47.65625,27.786606,356200
9/1/94,47.5,47.53125,47.328125,47.5,27.695496,294600
9/2/94,47.71875,47.71875,47.21875,47.296875,27.577074,99600
9/6/94,47.265625,47.359375,47.125,47.3125,27.586174,229800
9/7/94,47.421875,47.421875,47.21875,47.265625,27.558842,27900
9/8/94,47.359375,47.5625,47.34375,47.5,27.695496,284800
9/9/94,47.03125,47.125,46.8125,47,27.403973,488400
9/12/94,47,47.0625,46.78125,46.859375,27.32198,129400
9/13/94,46.953125,47.125,46.859375,47,27.403973,389200
9/14/94,46.84375,47.109375,46.84375,47.046875,27.431311,423500
9/15/94,47.171875,47.640625,47.171875,47.640625,27.777502,779800
9/16/94,47,47.140625,46.84375,47.015625,27.579803,571300
9/19/94,47.125,47.328125,47.015625,47.0625,27.607307,167300
9/20/94,46.8125,46.859375,46.171875,46.171875,27.08485,355600
9/21/94,46.3125,46.3125,45.734375,46.171875,27.08485,397500
9/22/94,46.28125,46.28125,46.015625,46.0625,27.0207,266400
9/23/94,46.078125,46.171875,45.828125,45.90625,26.929054,176600
9/26/94,46.078125,46.171875,45.984375,46.140625,27.06654,223000
9/27/94,46.140625,46.265625,46,46.109375,27.048183,479500
9/28/94,46.359375,46.53125,46.328125,46.46875,27.259012,324000
9/29/94,46.46875,46.46875,46.09375,46.234375,27.121517,195900
9/30/94,46.21875,46.4375,46.171875,46.171875,27.08485,5200
